ptp,condition,hidden_pa_img_type,hidden_pa_img_row_number_across_blocks,border_dist_closest,counterbalancing,mouse_error_mean,mouse_error_sd,mouse_error_n,y_hat_three_param,y_hat_two_param
sub_001,schema_c,near,8,all,cb2,32.346585843670866,18.75661122924728,2,22.783750277523296,4.686998985274278e-4
sub_001,schema_l,all_pa,1,1,cb2,180.8570236415724,NA,1,NA,NA
sub_001,schema_l,all_pa,1,2,cb2,221.65803163770528,NA,1,NA,NA
sub_001,schema_l,all_pa,1,3,cb2,126.38028757948668,31.318796107843532,2,NA,NA
sub_001,schema_l,all_pa,1,4,cb2,137.04718425917616,107.95535666305406,2,NA,NA
sub_001,schema_l,all_pa,1,all,cb2,154.89499982610056,63.2926880282401,6,159.94357028463,155.81236398407
sub_001,schema_l,all_pa,2,1,cb2,30.760372242355604,NA,1,NA,NA
sub_001,schema_l,all_pa,2,2,cb2,209.14258037760257,NA,1,NA,NA
sub_001,schema_l,all_pa,2,3,cb2,43.82804323513633,26.41102126670283,2,NA,NA
sub_001,schema_l,all_pa,2,4,cb2,167.64218359170513,143.49323205362145,2,NA,NA
sub_001,schema_l,all_pa,2,all,cb2,110.47390104560685,102.75930170068266,6,104.28374744914785,108.23653691320534
sub_001,schema_l,all_pa,3,1,cb2,19.155136399626112,NA,1,NA,NA
sub_001,schema_l,all_pa,3,2,cb2,30.403307624367997,NA,1,NA,NA
sub_001,schema_l,all_pa,3,3,cb2,164.6697516336011,41.91831444426706,2,NA,NA
sub_001,schema_l,all_pa,3,4,cb2,88.66843313402063,19.03387480519404,2,NA,NA
sub_001,schema_l,all_pa,3,all,cb2,92.70580225987293,66.03174309388908,6,70.22410203985496,75.18753726219956
sub_001,schema_l,all_pa,4,1,cb2,11.095348146330572,NA,1,NA,NA
sub_001,schema_l,all_pa,4,2,cb2,7.003471603565844,NA,1,NA,NA
sub_001,schema_l,all_pa,4,3,cb2,25.53240133462767,21.080539157412307,2,NA,NA
sub_001,schema_l,all_pa,4,4,cb2,30.178288863691257,30.6830526757621,2,NA,NA
sub_001,schema_l,all_pa,4,all,cb2,21.586700024422377,19.42856548127223,6,49.38214843113363,52.22973610184801
sub_001,schema_l,all_pa,5,1,cb2,14.988449735989418,NA,1,NA,NA
sub_001,schema_l,all_pa,5,2,cb2,16.139824255609263,NA,1,NA,NA
sub_001,schema_l,all_pa,5,3,cb2,33.13673936466883,1.4683496001299425,2,NA,NA
